stage,instruction,frequency,time,energy
0,forward,1410,0.05016166687011708,23.80547200000007
0,backward,1410,0.092953779220581,44.584247999999675
0,forward,1395,0.0501853656768798,23.81079199999944
0,backward,1395,0.09309609603881833,44.4433200000003
0,forward,1380,0.05030792427062989,23.655184000000354
0,backward,1380,0.09313718032836912,44.84560799999999
0,forward,1365,0.05044544601440424,23.495303999999532
0,backward,1365,0.09346574020385737,43.53956000000052
0,forward,1350,0.05074072265625,23.12382400000002
0,backward,1350,0.09384629631042479,42.77273599999957
0,forward,1335,0.05124114418029781,23.165640000000593
0,backward,1335,0.09445475006103517,42.32046399999969
0,forward,1320,0.05157811546325676,22.504463999999686
0,backward,1320,0.0952874717712402,41.44600800000038
0,forward,1305,0.05196970939636224,22.18107199999969
0,backward,1305,0.09599606895446773,41.203799999999816
0,forward,1290,0.05253232574462881,21.70049600000028
0,backward,1290,0.09700458908081051,40.07939999999944
0,forward,1275,0.052962997436523364,21.249559999999594
0,backward,1275,0.09781869888305664,38.98173599999957
0,forward,1260,0.053565742492675684,20.79418400000036
0,backward,1260,0.09879112815856932,38.21528799999971
0,forward,1245,0.05417580986022948,20.249383999999612
0,backward,1245,0.09975630950927723,37.65267199999932
0,forward,1230,0.05481546783447264,19.817703999999914
0,backward,1230,0.10076145935058589,37.10376800000016
0,forward,1215,0.05540471458435057,19.67504000000004
0,backward,1215,0.1018277339935302,36.16462399999983
0,forward,1200,0.05606334686279292,19.260104000000286
0,backward,1200,0.10297132301330555,35.95886400000006
0,forward,1185,0.05673427772521968,18.996623999999834
0,backward,1185,0.10407691764831539,35.30351999999955
0,forward,1170,0.05741975593566888,18.557808000000193
0,backward,1170,0.10526102066040037,34.780064000000245
0,forward,1155,0.058147006988525284,18.57929600000009
0,backward,1155,0.10648917388916015,34.51363199999928
0,forward,1140,0.05889065361022944,18.358895999999717
0,backward,1140,0.10782125854492189,34.10699200000056
0,forward,1125,0.05957446861267081,18.194712000000287
0,backward,1125,0.10886550331115712,33.60128800000064
0,forward,1110,0.06034601020812984,17.864672000000255
0,backward,1110,0.11014442062377924,33.26242399999965
0,forward,1095,0.06117220687866204,17.757080000000077
0,backward,1095,0.11156270027160635,32.925120000000106
0,forward,1080,0.0620387287139892,17.513088000000455
0,backward,1080,0.11308959770202635,32.34176800000016
0,forward,1065,0.06278858947753896,17.534328000000677
0,backward,1065,0.11437511253356927,32.47983999999985
0,forward,1050,0.06367572975158689,17.584519999999554
0,backward,1050,0.11590795326232908,32.58273599999957
0,forward,1035,0.06456946372985832,17.614935999999755
0,backward,1035,0.11752507591247556,32.724247999999676
0,forward,1020,0.06550610351562491,17.583024000000204
0,backward,1020,0.11919771003723142,32.73324000000023
0,forward,1005,0.06648568916320799,17.781311999999918
0,backward,1005,0.12091542816162108,33.115015999999834
0,forward,990,0.06746445846557617,17.81676000000071
0,backward,990,0.122669786453247,32.79147999999951
0,forward,975,0.06849078178405751,17.869015999999828
0,backward,975,0.12450939559936525,33.06639200000093
0,forward,960,0.06945022583007804,17.855327999999748
0,backward,960,0.12596773719787596,33.26968800000102
0,forward,945,0.07064526176452632,17.735504000000653
0,backward,945,0.12834538269042958,33.03999199999869
0,forward,930,0.0716475677490234,17.931135999999942
0,backward,930,0.12990730667114256,33.0869600000009
0,forward,915,0.072703218460083,17.911111999999733
0,backward,915,0.13152404212951657,33.10035199999995
0,forward,900,0.07375855827331536,18.047864000000057
0,backward,900,0.13322450256347654,33.085359999999405
0,forward,885,0.07539882469177236,17.90643200000003
0,backward,885,0.1368951873779297,33.352208000000566
0,forward,870,0.07654167366027828,18.055039999999103
0,backward,870,0.13870770835876461,33.32536799999885
0,forward,855,0.07773071098327632,18.239359999999404
0,backward,855,0.14056828689575185,33.64191999999993
1,forward,1410,0.05016166687011708,23.80547200000007
1,backward,1410,0.092953779220581,44.584247999999675
1,forward,1395,0.0501853656768798,23.81079199999944
1,backward,1395,0.09309609603881833,44.4433200000003
1,forward,1380,0.05030792427062989,23.655184000000354
1,backward,1380,0.09313718032836912,44.84560799999999
1,forward,1365,0.05044544601440424,23.495303999999532
1,backward,1365,0.09346574020385737,43.53956000000052
1,forward,1350,0.05074072265625,23.12382400000002
1,backward,1350,0.09384629631042479,42.77273599999957
1,forward,1335,0.05124114418029781,23.165640000000593
1,backward,1335,0.09445475006103517,42.32046399999969
1,forward,1320,0.05157811546325676,22.504463999999686
1,backward,1320,0.0952874717712402,41.44600800000038
1,forward,1305,0.05196970939636224,22.18107199999969
1,backward,1305,0.09599606895446773,41.203799999999816
1,forward,1290,0.05253232574462881,21.70049600000028
1,backward,1290,0.09700458908081051,40.07939999999944
1,forward,1275,0.052962997436523364,21.249559999999594
1,backward,1275,0.09781869888305664,38.98173599999957
1,forward,1260,0.053565742492675684,20.79418400000036
1,backward,1260,0.09879112815856932,38.21528799999971
1,forward,1245,0.05417580986022948,20.249383999999612
1,backward,1245,0.09975630950927723,37.65267199999932
1,forward,1230,0.05481546783447264,19.817703999999914
1,backward,1230,0.10076145935058589,37.10376800000016
1,forward,1215,0.05540471458435057,19.67504000000004
1,backward,1215,0.1018277339935302,36.16462399999983
1,forward,1200,0.05606334686279292,19.260104000000286
1,backward,1200,0.10297132301330555,35.95886400000006
1,forward,1185,0.05673427772521968,18.996623999999834
1,backward,1185,0.10407691764831539,35.30351999999955
1,forward,1170,0.05741975593566888,18.557808000000193
1,backward,1170,0.10526102066040037,34.780064000000245
1,forward,1155,0.058147006988525284,18.57929600000009
1,backward,1155,0.10648917388916015,34.51363199999928
1,forward,1140,0.05889065361022944,18.358895999999717
1,backward,1140,0.10782125854492189,34.10699200000056
1,forward,1125,0.05957446861267081,18.194712000000287
1,backward,1125,0.10886550331115712,33.60128800000064
1,forward,1110,0.06034601020812984,17.864672000000255
1,backward,1110,0.11014442062377924,33.26242399999965
1,forward,1095,0.06117220687866204,17.757080000000077
1,backward,1095,0.11156270027160635,32.925120000000106
1,forward,1080,0.0620387287139892,17.513088000000455
1,backward,1080,0.11308959770202635,32.34176800000016
1,forward,1065,0.06278858947753896,17.534328000000677
1,backward,1065,0.11437511253356927,32.47983999999985
1,forward,1050,0.06367572975158689,17.584519999999554
1,backward,1050,0.11590795326232908,32.58273599999957
1,forward,1035,0.06456946372985832,17.614935999999755
1,backward,1035,0.11752507591247556,32.724247999999676
1,forward,1020,0.06550610351562491,17.583024000000204
1,backward,1020,0.11919771003723142,32.73324000000023
1,forward,1005,0.06648568916320799,17.781311999999918
1,backward,1005,0.12091542816162108,33.115015999999834
1,forward,990,0.06746445846557617,17.81676000000071
1,backward,990,0.122669786453247,32.79147999999951
1,forward,975,0.06849078178405751,17.869015999999828
1,backward,975,0.12450939559936525,33.06639200000093
1,forward,960,0.06945022583007804,17.855327999999748
1,backward,960,0.12596773719787596,33.26968800000102
1,forward,945,0.07064526176452632,17.735504000000653
1,backward,945,0.12834538269042958,33.03999199999869
1,forward,930,0.0716475677490234,17.931135999999942
1,backward,930,0.12990730667114256,33.0869600000009
1,forward,915,0.072703218460083,17.911111999999733
1,backward,915,0.13152404212951657,33.10035199999995
1,forward,900,0.07375855827331536,18.047864000000057
1,backward,900,0.13322450256347654,33.085359999999405
1,forward,885,0.07539882469177236,17.90643200000003
1,backward,885,0.1368951873779297,33.352208000000566
1,forward,870,0.07654167366027828,18.055039999999103
1,backward,870,0.13870770835876461,33.32536799999885
1,forward,855,0.07773071098327632,18.239359999999404
1,backward,855,0.14056828689575185,33.64191999999993
2,forward,1410,0.05016166687011708,23.80547200000007
2,backward,1410,0.092953779220581,44.584247999999675
2,forward,1395,0.0501853656768798,23.81079199999944
2,backward,1395,0.09309609603881833,44.4433200000003
2,forward,1380,0.05030792427062989,23.655184000000354
2,backward,1380,0.09313718032836912,44.84560799999999
2,forward,1365,0.05044544601440424,23.495303999999532
2,backward,1365,0.09346574020385737,43.53956000000052
2,forward,1350,0.05074072265625,23.12382400000002
2,backward,1350,0.09384629631042479,42.77273599999957
2,forward,1335,0.05124114418029781,23.165640000000593
2,backward,1335,0.09445475006103517,42.32046399999969
2,forward,1320,0.05157811546325676,22.504463999999686
2,backward,1320,0.0952874717712402,41.44600800000038
2,forward,1305,0.05196970939636224,22.18107199999969
2,backward,1305,0.09599606895446773,41.203799999999816
2,forward,1290,0.05253232574462881,21.70049600000028
2,backward,1290,0.09700458908081051,40.07939999999944
2,forward,1275,0.052962997436523364,21.249559999999594
2,backward,1275,0.09781869888305664,38.98173599999957
2,forward,1260,0.053565742492675684,20.79418400000036
2,backward,1260,0.09879112815856932,38.21528799999971
2,forward,1245,0.05417580986022948,20.249383999999612
2,backward,1245,0.09975630950927723,37.65267199999932
2,forward,1230,0.05481546783447264,19.817703999999914
2,backward,1230,0.10076145935058589,37.10376800000016
2,forward,1215,0.05540471458435057,19.67504000000004
2,backward,1215,0.1018277339935302,36.16462399999983
2,forward,1200,0.05606334686279292,19.260104000000286
2,backward,1200,0.10297132301330555,35.95886400000006
2,forward,1185,0.05673427772521968,18.996623999999834
2,backward,1185,0.10407691764831539,35.30351999999955
2,forward,1170,0.05741975593566888,18.557808000000193
2,backward,1170,0.10526102066040037,34.780064000000245
2,forward,1155,0.058147006988525284,18.57929600000009
2,backward,1155,0.10648917388916015,34.51363199999928
2,forward,1140,0.05889065361022944,18.358895999999717
2,backward,1140,0.10782125854492189,34.10699200000056
2,forward,1125,0.05957446861267081,18.194712000000287
2,backward,1125,0.10886550331115712,33.60128800000064
2,forward,1110,0.06034601020812984,17.864672000000255
2,backward,1110,0.11014442062377924,33.26242399999965
2,forward,1095,0.06117220687866204,17.757080000000077
2,backward,1095,0.11156270027160635,32.925120000000106
2,forward,1080,0.0620387287139892,17.513088000000455
2,backward,1080,0.11308959770202635,32.34176800000016
2,forward,1065,0.06278858947753896,17.534328000000677
2,backward,1065,0.11437511253356927,32.47983999999985
2,forward,1050,0.06367572975158689,17.584519999999554
2,backward,1050,0.11590795326232908,32.58273599999957
2,forward,1035,0.06456946372985832,17.614935999999755
2,backward,1035,0.11752507591247556,32.724247999999676
2,forward,1020,0.06550610351562491,17.583024000000204
2,backward,1020,0.11919771003723142,32.73324000000023
2,forward,1005,0.06648568916320799,17.781311999999918
2,backward,1005,0.12091542816162108,33.115015999999834
2,forward,990,0.06746445846557617,17.81676000000071
2,backward,990,0.122669786453247,32.79147999999951
2,forward,975,0.06849078178405751,17.869015999999828
2,backward,975,0.12450939559936525,33.06639200000093
2,forward,960,0.06945022583007804,17.855327999999748
2,backward,960,0.12596773719787596,33.26968800000102
2,forward,945,0.07064526176452632,17.735504000000653
2,backward,945,0.12834538269042958,33.03999199999869
2,forward,930,0.0716475677490234,17.931135999999942
2,backward,930,0.12990730667114256,33.0869600000009
2,forward,915,0.072703218460083,17.911111999999733
2,backward,915,0.13152404212951657,33.10035199999995
2,forward,900,0.07375855827331536,18.047864000000057
2,backward,900,0.13322450256347654,33.085359999999405
2,forward,885,0.07539882469177236,17.90643200000003
2,backward,885,0.1368951873779297,33.352208000000566
2,forward,870,0.07654167366027828,18.055039999999103
2,backward,870,0.13870770835876461,33.32536799999885
2,forward,855,0.07773071098327632,18.239359999999404
2,backward,855,0.14056828689575185,33.64191999999993
3,forward,1410,0.05016166687011708,23.80547200000007
3,backward,1410,0.092953779220581,44.584247999999675
3,forward,1395,0.0501853656768798,23.81079199999944
3,backward,1395,0.09309609603881833,44.4433200000003
3,forward,1380,0.05030792427062989,23.655184000000354
3,backward,1380,0.09313718032836912,44.84560799999999
3,forward,1365,0.05044544601440424,23.495303999999532
3,backward,1365,0.09346574020385737,43.53956000000052
3,forward,1350,0.05074072265625,23.12382400000002
3,backward,1350,0.09384629631042479,42.77273599999957
3,forward,1335,0.05124114418029781,23.165640000000593
3,backward,1335,0.09445475006103517,42.32046399999969
3,forward,1320,0.05157811546325676,22.504463999999686
3,backward,1320,0.0952874717712402,41.44600800000038
3,forward,1305,0.05196970939636224,22.18107199999969
3,backward,1305,0.09599606895446773,41.203799999999816
3,forward,1290,0.05253232574462881,21.70049600000028
3,backward,1290,0.09700458908081051,40.07939999999944
3,forward,1275,0.052962997436523364,21.249559999999594
3,backward,1275,0.09781869888305664,38.98173599999957
3,forward,1260,0.053565742492675684,20.79418400000036
3,backward,1260,0.09879112815856932,38.21528799999971
3,forward,1245,0.05417580986022948,20.249383999999612
3,backward,1245,0.09975630950927723,37.65267199999932
3,forward,1230,0.05481546783447264,19.817703999999914
3,backward,1230,0.10076145935058589,37.10376800000016
3,forward,1215,0.05540471458435057,19.67504000000004
3,backward,1215,0.1018277339935302,36.16462399999983
3,forward,1200,0.05606334686279292,19.260104000000286
3,backward,1200,0.10297132301330555,35.95886400000006
3,forward,1185,0.05673427772521968,18.996623999999834
3,backward,1185,0.10407691764831539,35.30351999999955
3,forward,1170,0.05741975593566888,18.557808000000193
3,backward,1170,0.10526102066040037,34.780064000000245
3,forward,1155,0.058147006988525284,18.57929600000009
3,backward,1155,0.10648917388916015,34.51363199999928
3,forward,1140,0.05889065361022944,18.358895999999717
3,backward,1140,0.10782125854492189,34.10699200000056
3,forward,1125,0.05957446861267081,18.194712000000287
3,backward,1125,0.10886550331115712,33.60128800000064
3,forward,1110,0.06034601020812984,17.864672000000255
3,backward,1110,0.11014442062377924,33.26242399999965
3,forward,1095,0.06117220687866204,17.757080000000077
3,backward,1095,0.11156270027160635,32.925120000000106
3,forward,1080,0.0620387287139892,17.513088000000455
3,backward,1080,0.11308959770202635,32.34176800000016
3,forward,1065,0.06278858947753896,17.534328000000677
3,backward,1065,0.11437511253356927,32.47983999999985
3,forward,1050,0.06367572975158689,17.584519999999554
3,backward,1050,0.11590795326232908,32.58273599999957
3,forward,1035,0.06456946372985832,17.614935999999755
3,backward,1035,0.11752507591247556,32.724247999999676
3,forward,1020,0.06550610351562491,17.583024000000204
3,backward,1020,0.11919771003723142,32.73324000000023
3,forward,1005,0.06648568916320799,17.781311999999918
3,backward,1005,0.12091542816162108,33.115015999999834
3,forward,990,0.06746445846557617,17.81676000000071
3,backward,990,0.122669786453247,32.79147999999951
3,forward,975,0.06849078178405751,17.869015999999828
3,backward,975,0.12450939559936525,33.06639200000093
3,forward,960,0.06945022583007804,17.855327999999748
3,backward,960,0.12596773719787596,33.26968800000102
3,forward,945,0.07064526176452632,17.735504000000653
3,backward,945,0.12834538269042958,33.03999199999869
3,forward,930,0.0716475677490234,17.931135999999942
3,backward,930,0.12990730667114256,33.0869600000009
3,forward,915,0.072703218460083,17.911111999999733
3,backward,915,0.13152404212951657,33.10035199999995
3,forward,900,0.07375855827331536,18.047864000000057
3,backward,900,0.13322450256347654,33.085359999999405
3,forward,885,0.07539882469177236,17.90643200000003
3,backward,885,0.1368951873779297,33.352208000000566
3,forward,870,0.07654167366027828,18.055039999999103
3,backward,870,0.13870770835876461,33.32536799999885
3,forward,855,0.07773071098327632,18.239359999999404
